Time [sec],Displacement [cm]
86.56,3.37858
86.57,3.26843
86.58,3.16231
86.59,3.06014
86.6,2.96182
86.61,2.86719
86.62,2.77602
86.63,2.68801
86.64,2.6029
86.65,2.52042
86.66,2.44033
86.67,2.36237
86.68,2.28629
86.69,2.21185
86.7,2.13881
86.71,2.06691
86.72,1.99592
86.73,1.9256
86.74,1.85571
86.75,1.78603
86.76,1.71631
86.77,1.64636
86.78,1.57595
86.79,1.50498
86.8,1.4334
86.81,1.36124
86.82,1.28852
86.83,1.21525
86.84,1.14144
86.85,1.0671
86.86,0.99225
86.87,0.91691
86.88,0.8412
86.89,0.76532
86.9,0.68953
86.91,0.6141
86.92,0.53929
86.93,0.46534
86.94,0.39247
86.95,0.32094
86.96,0.25099
86.97,0.18283
86.98,0.11673
86.99,0.05291
87,-0.00837
87.01,-0.06689
87.02,-0.12241
87.03,-0.17471
87.04,-0.22357
87.05,-0.26877
87.06,-0.31008
87.07,-0.34727
87.08,-0.38013
87.09,-0.40841
87.1,-0.43189
87.11,-0.45035
87.12,-0.46359
87.13,-0.4714
87.14,-0.47357
87.15,-0.46997
87.16,-0.46055
87.17,-0.44531
87.18,-0.42429
87.19,-0.39748
87.2,-0.3649
87.21,-0.32656
87.22,-0.28247
87.23,-0.23267
87.24,-0.17724
87.25,-0.11642
87.26,-0.05051
87.27,0.02014
87.28,0.09521
87.29,0.17442
87.3,0.25747
87.31,0.34404
87.32,0.43384
87.33,0.52656
87.34,0.62184
87.35,0.71928
87.36,0.81849
87.37,0.91908
87.38,1.02068
87.39,1.12292
87.4,1.22544
87.41,1.32788
87.42,1.42989
87.43,1.53117
87.44,1.6314
87.45,1.73032
87.46,1.82763
87.47,1.92305
87.48,2.01631
87.49,2.10714
87.5,2.19527
87.51,2.28048
87.52,2.3626
87.53,2.44152
87.54,2.51715
87.55,2.58941
87.56,2.65819
87.57,2.72339
87.58,2.78492
87.59,2.84271
87.6,2.89667
87.61,2.9468
87.62,2.99311
87.63,3.03565
87.64,3.07444
87.65,3.10952
87.66,3.14092
87.67,3.16866
87.68,3.19278
87.69,3.21333
87.7,3.23037
87.71,3.24405
87.72,3.25448
87.73,3.2618
87.74,3.26611
87.75,3.26755
87.76,3.26622
87.77,3.26225
87.78,3.25576
87.79,3.24688
87.8,3.2358
87.81,3.22268
87.82,3.20769
87.83,3.191
87.84,3.17276
87.85,3.15315
87.86,3.13231
87.87,3.1104
87.88,3.08761
87.89,3.06413
87.9,3.04017
87.91,3.01591
87.92,2.99155
87.93,2.96728
87.94,2.94328
87.95,2.91974
87.96,2.8968
87.97,2.87454
87.98,2.85296
87.99,2.83199
88,2.81159
88.01,2.79171
88.02,2.77233
88.03,2.75341
88.04,2.7349
88.05,2.71675
88.06,2.69883
88.07,2.68094
88.08,2.66283
88.09,2.64425
88.1,2.62499
88.11,2.60482
88.12,2.58354
88.13,2.56091
88.14,2.53673
88.15,2.5108
88.16,2.4829
88.17,2.45284
88.18,2.42041
88.19,2.38543
88.2,2.3477
88.21,2.30704
88.22,2.26326
88.23,2.2162
88.24,2.16573
88.25,2.11179
88.26,2.05434
88.27,1.99337
88.28,1.92884
88.29,1.86071
88.3,1.78894
88.31,1.71352
88.32,1.63443
88.33,1.55173
88.34,1.46557
88.35,1.37616
88.36,1.2837
88.37,1.1884
88.38,1.09042
88.39,0.98998
88.4,0.88724
88.41,0.78241
88.42,0.67567
88.43,0.56724
88.44,0.45735
88.45,0.3462
88.46,0.23403
88.47,0.12103
88.48,0.00742
88.49,-0.10659
88.5,-0.22081
88.51,-0.33503
88.52,-0.44904
88.53,-0.56263
88.54,-0.6756
88.55,-0.78774
88.56,-0.89885
88.57,-1.00874
88.58,-1.11722
88.59,-1.2241
88.6,-1.32928
88.61,-1.4327
88.62,-1.5344
88.63,-1.63442
88.64,-1.73279
88.65,-1.82954
88.66,-1.92468
88.67,-2.01824
88.68,-2.11027
88.69,-2.20079
88.7,-2.28989
88.71,-2.37767
88.72,-2.46424
88.73,-2.54968
88.74,-2.63409
88.75,-2.71756
88.76,-2.80019
88.77,-2.88205
88.78,-2.96318
88.79,-3.04351
88.8,-3.12289
88.81,-3.20117
88.82,-3.27819
88.83,-3.35382
88.84,-3.42794
88.85,-3.50039
88.86,-3.57104
88.87,-3.63976
88.88,-3.70639
88.89,-3.77075
88.9,-3.83266
88.91,-3.89196
88.92,-3.94849
88.93,-4.00207
88.94,-4.05256
88.95,-4.0998
88.96,-4.14363
88.97,-4.18389
88.98,-4.22045
88.99,-4.25315
89,-4.28184
89.01,-4.30639
89.02,-4.32666
89.03,-4.3425
89.04,-4.3538
89.05,-4.36043
89.06,-4.36234
89.07,-4.3595
89.08,-4.35191
89.09,-4.33956
89.1,-4.32245
89.11,-4.30054
89.12,-4.27385
89.13,-4.24235
89.14,-4.20608
89.15,-4.16511
89.16,-4.11958
89.17,-4.06967
89.18,-4.01553
89.19,-3.95732
89.2,-3.89518
89.21,-3.82925
89.22,-3.75969
89.23,-3.68663
89.24,-3.61024
89.25,-3.53066
89.26,-3.44805
89.27,-3.36257
89.28,-3.27437
89.29,-3.18359
89.3,-3.09038
89.31,-2.99488
89.32,-2.89723
89.33,-2.7975
89.34,-2.69573
89.35,-2.59193
89.36,-2.48611
89.37,-2.37829
89.38,-2.26851
89.39,-2.15678
89.4,-2.04311
89.41,-1.92752
89.42,-1.80996
89.43,-1.69035
89.44,-1.56856
89.45,-1.44448
89.46,-1.31801
89.47,-1.18906
89.48,-1.05753
89.49,-0.92332
89.5,-0.78634
89.51,-0.64651
89.52,-0.50379
89.53,-0.35814
89.54,-0.20953
89.55,-0.0579
89.56,0.09677
89.57,0.25452
89.58,0.4154
89.59,0.57938
89.6,0.74638
89.61,0.91616
89.62,1.08838
89.63,1.26273
89.64,1.43894
89.65,1.61672
89.66,1.7958
89.67,1.97589
89.68,2.15669
89.69,2.33785
89.7,2.51894
89.71,2.69947
89.72,2.87895
89.73,3.05693
89.74,3.23296
89.75,3.40659
89.76,3.57738
89.77,3.74491
89.78,3.90879
89.79,4.06863
89.8,4.22411
89.81,4.37489
89.82,4.52064
89.83,4.66103
89.84,4.79574
89.85,4.92447
89.86,5.04692
89.87,5.1628
89.88,5.2719
89.89,5.37403
89.9,5.469
89.91,5.55661
89.92,5.63669
89.93,5.70905
89.94,5.77352
89.95,5.82995
89.96,5.87828
89.97,5.91855
89.98,5.95095
89.99,5.97565
90,5.99281
90.01,6.00256
90.02,6.00505
90.03,6.00045
90.04,5.9889
90.05,5.97063
90.06,5.94589
90.07,5.91504
90.08,5.87843
90.09,5.83638
90.1,5.78921
90.11,5.73725
90.12,5.6808
90.13,5.62018
90.14,5.55569
90.15,5.4876
90.16,5.41617
90.17,5.34167
90.18,5.26434
90.19,5.18444
90.2,5.10222
90.21,5.01792
90.22,4.93178
90.23,4.84403
90.24,4.7549
90.25,4.66459
90.26,4.57333
90.27,4.48132
90.28,4.38877
90.29,4.29587
90.3,4.20282
90.31,4.10982
90.32,4.017
90.33,3.92443
90.34,3.83209
90.35,3.73996
90.36,3.648
90.37,3.55621
90.38,3.46456
90.39,3.37305
90.4,3.28163
90.41,3.19026
90.42,3.09879
90.43,3.007
90.44,2.91464
90.45,2.82149
90.46,2.72733
90.47,2.63196
90.48,2.53515
90.49,2.4367
90.5,2.33642
90.51,2.23411
90.52,2.1296
90.53,2.02274
90.54,1.91335
90.55,1.80128
90.56,1.68637
90.57,1.56846
90.58,1.44741
90.59,1.3231
90.6,1.19548
90.61,1.06458
90.62,0.93049
90.63,0.79325
90.64,0.65291
90.65,0.50951
90.66,0.3631
90.67,0.21373
90.68,0.06147
90.69,-0.09355
90.7,-0.25112
90.71,-0.41102
90.72,-0.57303
90.73,-0.73696
90.74,-0.9026
90.75,-1.06975
90.76,-1.23821
90.77,-1.4078
90.78,-1.5783
90.79,-1.74952
90.8,-1.92124
90.81,-2.09327
90.82,-2.2654
90.83,-2.43744
90.84,-2.6092
90.85,-2.78049
90.86,-2.95112
90.87,-3.12089
90.88,-3.28962
90.89,-3.45708
90.9,-3.62309
90.91,-3.78745
90.92,-3.94997
90.93,-4.11047
90.94,-4.26876
90.95,-4.42468
90.96,-4.5781
90.97,-4.72895
90.98,-4.87719
90.99,-5.0228
91,-5.16571
91.01,-5.30587
91.02,-5.44326
91.03,-5.57782
91.04,-5.70953
91.05,-5.83842
91.06,-5.96459
91.07,-6.08816
91.08,-6.20928
91.09,-6.32806
91.1,-6.44461
91.11,-6.55906
91.12,-6.67152
91.13,-6.7821
91.14,-6.89093
91.15,-6.99811
91.16,-7.10376
91.17,-7.208
91.18,-7.31092
91.19,-7.41264
91.2,-7.51326
91.21,-7.6129
91.22,-7.71166
91.23,-7.80964
91.24,-7.90697
91.25,-8.00378
91.26,-8.10019
91.27,-8.19633
91.28,-8.29231
91.29,-8.38825
91.3,-8.48426
91.31,-8.58047
91.32,-8.67697
91.33,-8.7739
91.34,-8.87135
