# dataset: GeoCSV 2.0,
# delimiter: ,
# SID: II_PFO_00_BH1,
# sample_count: 2400,
# sample_rate_hz: 20,
# start_time: 2018-09-22T08:19:19.019538Z,
# field_unit: UTC, Counts
# field_type: datetime, INTEGER
Time, Sample
2018-09-22T08:19:51.919538Z,560
2018-09-22T08:19:51.969538Z,534
2018-09-22T08:19:52.019538Z,528
2018-09-22T08:19:52.069538Z,551
2018-09-22T08:19:52.119538Z,571
2018-09-22T08:19:52.169538Z,632
2018-09-22T08:19:52.219538Z,635
2018-09-22T08:19:52.269538Z,602
2018-09-22T08:19:52.319538Z,653
2018-09-22T08:19:52.369538Z,681
2018-09-22T08:19:52.419538Z,682
2018-09-22T08:19:52.469538Z,697
2018-09-22T08:19:52.519538Z,668
2018-09-22T08:19:52.569538Z,677
2018-09-22T08:19:52.619538Z,683
2018-09-22T08:19:52.669538Z,683
2018-09-22T08:19:52.719538Z,701
2018-09-22T08:19:52.769538Z,700
2018-09-22T08:19:52.819538Z,699
2018-09-22T08:19:52.869538Z,662
2018-09-22T08:19:52.919538Z,685
2018-09-22T08:19:52.969538Z,689
2018-09-22T08:19:53.019538Z,650
2018-09-22T08:19:53.069538Z,677
2018-09-22T08:19:53.119538Z,659
2018-09-22T08:19:53.169538Z,635
2018-09-22T08:19:53.219538Z,617
2018-09-22T08:19:53.269538Z,596
2018-09-22T08:19:53.319538Z,594
2018-09-22T08:19:53.369538Z,566
2018-09-22T08:19:53.419538Z,543
2018-09-22T08:19:53.469538Z,548
2018-09-22T08:19:53.519538Z,542
2018-09-22T08:19:53.569538Z,510
2018-09-22T08:19:53.619538Z,536
2018-09-22T08:19:53.669538Z,555
2018-09-22T08:19:53.719538Z,535
2018-09-22T08:19:53.769538Z,506
2018-09-22T08:19:53.819538Z,503
2018-09-22T08:19:53.869538Z,502
2018-09-22T08:19:53.919538Z,472
2018-09-22T08:19:53.969538Z,491
2018-09-22T08:19:54.019538Z,461
2018-09-22T08:19:54.069538Z,426
2018-09-22T08:19:54.119538Z,443
2018-09-22T08:19:54.169538Z,450
2018-09-22T08:19:54.219538Z,432
2018-09-22T08:19:54.269538Z,417
2018-09-22T08:19:54.319538Z,368
2018-09-22T08:19:54.369538Z,329
2018-09-22T08:19:54.419538Z,356
2018-09-22T08:19:54.469538Z,336
2018-09-22T08:19:54.519538Z,349
2018-09-22T08:19:54.569538Z,352
2018-09-22T08:19:54.619538Z,308
2018-09-22T08:19:54.669538Z,307
2018-09-22T08:19:54.719538Z,309
2018-09-22T08:19:54.769538Z,282
2018-09-22T08:19:54.819538Z,238
2018-09-22T08:19:54.869538Z,269
2018-09-22T08:19:54.919538Z,247
2018-09-22T08:19:54.969538Z,233
2018-09-22T08:19:55.019538Z,261
2018-09-22T08:19:55.069538Z,227
2018-09-22T08:19:55.119538Z,231
2018-09-22T08:19:55.169538Z,246
2018-09-22T08:19:55.219538Z,236
2018-09-22T08:19:55.269538Z,205
2018-09-22T08:19:55.319538Z,224
2018-09-22T08:19:55.369538Z,211
2018-09-22T08:19:55.419538Z,213
2018-09-22T08:19:55.469538Z,279
2018-09-22T08:19:55.519538Z,261
2018-09-22T08:19:55.569538Z,215
2018-09-22T08:19:55.619538Z,233
2018-09-22T08:19:55.669538Z,259
2018-09-22T08:19:55.719538Z,282
2018-09-22T08:19:55.769538Z,283
2018-09-22T08:19:55.819538Z,226
2018-09-22T08:19:55.869538Z,247
2018-09-22T08:19:55.919538Z,252
2018-09-22T08:19:55.969538Z,246
2018-09-22T08:19:56.019538Z,211
2018-09-22T08:19:56.069538Z,196
2018-09-22T08:19:56.119538Z,225
2018-09-22T08:19:56.169538Z,188
2018-09-22T08:19:56.219538Z,225
2018-09-22T08:19:56.269538Z,200
2018-09-22T08:19:56.319538Z,174
2018-09-22T08:19:56.369538Z,205
2018-09-22T08:19:56.419538Z,164
2018-09-22T08:19:56.469538Z,172
2018-09-22T08:19:56.519538Z,177
2018-09-22T08:19:56.569538Z,138
2018-09-22T08:19:56.619538Z,164
2018-09-22T08:19:56.669538Z,177
2018-09-22T08:19:56.719538Z,155
2018-09-22T08:19:56.769538Z,149
2018-09-22T08:19:56.819538Z,152
2018-09-22T08:19:56.869538Z,166
2018-09-22T08:19:56.919538Z,184
2018-09-22T08:19:56.969538Z,216
2018-09-22T08:19:57.019538Z,181
2018-09-22T08:19:57.069538Z,161
2018-09-22T08:19:57.119538Z,181
2018-09-22T08:19:57.169538Z,173
2018-09-22T08:19:57.219538Z,184
2018-09-22T08:19:57.269538Z,187
2018-09-22T08:19:57.319538Z,183
2018-09-22T08:19:57.369538Z,161
2018-09-22T08:19:57.419538Z,180
2018-09-22T08:19:57.469538Z,217
2018-09-22T08:19:57.519538Z,235
2018-09-22T08:19:57.569538Z,264
2018-09-22T08:19:57.619538Z,265
2018-09-22T08:19:57.669538Z,287
2018-09-22T08:19:57.719538Z,285
2018-09-22T08:19:57.769538Z,292
2018-09-22T08:19:57.819538Z,346
2018-09-22T08:19:57.869538Z,379
2018-09-22T08:19:57.919538Z,358
2018-09-22T08:19:57.969538Z,384
2018-09-22T08:19:58.019538Z,419
2018-09-22T08:19:58.069538Z,384
2018-09-22T08:19:58.119538Z,397
2018-09-22T08:19:58.169538Z,425
2018-09-22T08:19:58.219538Z,434
2018-09-22T08:19:58.269538Z,428
2018-09-22T08:19:58.319538Z,432
2018-09-22T08:19:58.369538Z,407
2018-09-22T08:19:58.419538Z,433
2018-09-22T08:19:58.469538Z,472
2018-09-22T08:19:58.519538Z,410
2018-09-22T08:19:58.569538Z,406
2018-09-22T08:19:58.619538Z,397
2018-09-22T08:19:58.669538Z,362
2018-09-22T08:19:58.719538Z,366
2018-09-22T08:19:58.769538Z,349
2018-09-22T08:19:58.819538Z,298
2018-09-22T08:19:58.869538Z,294
2018-09-22T08:19:58.919538Z,314
2018-09-22T08:19:58.969538Z,264
2018-09-22T08:19:59.019538Z,260
2018-09-22T08:19:59.069538Z,279
2018-09-22T08:19:59.119538Z,272
2018-09-22T08:19:59.169538Z,282
2018-09-22T08:19:59.219538Z,287
2018-09-22T08:19:59.269538Z,296
2018-09-22T08:19:59.319538Z,274
2018-09-22T08:19:59.369538Z,276
2018-09-22T08:19:59.419538Z,274
2018-09-22T08:19:59.469538Z,287
2018-09-22T08:19:59.519538Z,308
2018-09-22T08:19:59.569538Z,314
2018-09-22T08:19:59.619538Z,338
2018-09-22T08:19:59.669538Z,337
2018-09-22T08:19:59.719538Z,363
2018-09-22T08:19:59.769538Z,336
2018-09-22T08:19:59.819538Z,350
2018-09-22T08:19:59.869538Z,393
2018-09-22T08:19:59.919538Z,368
2018-09-22T08:19:59.969538Z,369
2018-09-22T08:20:00.019538Z,356
2018-09-22T08:20:00.069538Z,385
2018-09-22T08:20:00.119538Z,388
2018-09-22T08:20:00.169538Z,369
2018-09-22T08:20:00.219538Z,411
2018-09-22T08:20:00.269538Z,439
2018-09-22T08:20:00.319538Z,408
2018-09-22T08:20:00.369538Z,345
2018-09-22T08:20:00.419538Z,371
2018-09-22T08:20:00.469538Z,360
2018-09-22T08:20:00.519538Z,348
2018-09-22T08:20:00.569538Z,403
2018-09-22T08:20:00.619538Z,348
2018-09-22T08:20:00.669538Z,336
2018-09-22T08:20:00.719538Z,368
2018-09-22T08:20:00.769538Z,346
2018-09-22T08:20:00.819538Z,361
2018-09-22T08:20:00.869538Z,355
2018-09-22T08:20:00.919538Z,319
2018-09-22T08:20:00.969538Z,323
2018-09-22T08:20:01.019538Z,316
2018-09-22T08:20:01.069538Z,296
2018-09-22T08:20:01.119538Z,293
2018-09-22T08:20:01.169538Z,311
2018-09-22T08:20:01.219538Z,288
2018-09-22T08:20:01.269538Z,259
2018-09-22T08:20:01.319538Z,293
2018-09-22T08:20:01.369538Z,274
2018-09-22T08:20:01.419538Z,254
2018-09-22T08:20:01.469538Z,242
2018-09-22T08:20:01.519538Z,198
2018-09-22T08:20:01.569538Z,173
2018-09-22T08:20:01.619538Z,185
2018-09-22T08:20:01.669538Z,191
2018-09-22T08:20:01.719538Z,179
2018-09-22T08:20:01.769538Z,158
2018-09-22T08:20:01.819538Z,123
2018-09-22T08:20:01.869538Z,113
2018-09-22T08:20:01.919538Z,103
2018-09-22T08:20:01.969538Z,104
2018-09-22T08:20:02.019538Z,101
2018-09-22T08:20:02.069538Z,77
2018-09-22T08:20:02.119538Z,60
2018-09-22T08:20:02.169538Z,52
2018-09-22T08:20:02.219538Z,46
2018-09-22T08:20:02.269538Z,66
2018-09-22T08:20:02.319538Z,97
2018-09-22T08:20:02.369538Z,89
2018-09-22T08:20:02.419538Z,78
2018-09-22T08:20:02.469538Z,71
2018-09-22T08:20:02.519538Z,66
2018-09-22T08:20:02.569538Z,77
2018-09-22T08:20:02.619538Z,116
2018-09-22T08:20:02.669538Z,128
2018-09-22T08:20:02.719538Z,114
2018-09-22T08:20:02.769538Z,123
2018-09-22T08:20:02.819538Z,124
2018-09-22T08:20:02.869538Z,158
2018-09-22T08:20:02.919538Z,193
2018-09-22T08:20:02.969538Z,208
2018-09-22T08:20:03.019538Z,208
2018-09-22T08:20:03.069538Z,181
2018-09-22T08:20:03.119538Z,197
2018-09-22T08:20:03.169538Z,222
2018-09-22T08:20:03.219538Z,223
2018-09-22T08:20:03.269538Z,237
2018-09-22T08:20:03.319538Z,249
2018-09-22T08:20:03.369538Z,241
2018-09-22T08:20:03.419538Z,249
2018-09-22T08:20:03.469538Z,299
2018-09-22T08:20:03.519538Z,336
2018-09-22T08:20:03.569538Z,340
2018-09-22T08:20:03.619538Z,334
2018-09-22T08:20:03.669538Z,351
2018-09-22T08:20:03.719538Z,363
2018-09-22T08:20:03.769538Z,373
2018-09-22T08:20:03.819538Z,392
2018-09-22T08:20:03.869538Z,414
2018-09-22T08:20:03.919538Z,439
2018-09-22T08:20:03.969538Z,414
2018-09-22T08:20:04.019538Z,395
2018-09-22T08:20:04.069538Z,432
2018-09-22T08:20:04.119538Z,493
2018-09-22T08:20:04.169538Z,503
2018-09-22T08:20:04.219538Z,520
2018-09-22T08:20:04.269538Z,549
2018-09-22T08:20:04.319538Z,532
2018-09-22T08:20:04.369538Z,552
2018-09-22T08:20:04.419538Z,547
2018-09-22T08:20:04.469538Z,540
2018-09-22T08:20:04.519538Z,558
2018-09-22T08:20:04.569538Z,526
2018-09-22T08:20:04.619538Z,508
2018-09-22T08:20:04.669538Z,511
2018-09-22T08:20:04.719538Z,516
2018-09-22T08:20:04.769538Z,522
2018-09-22T08:20:04.819538Z,526
2018-09-22T08:20:04.869538Z,523
2018-09-22T08:20:04.919538Z,511
2018-09-22T08:20:04.969538Z,511
2018-09-22T08:20:05.019538Z,492
2018-09-22T08:20:05.069538Z,470
2018-09-22T08:20:05.119538Z,448
2018-09-22T08:20:05.169538Z,410
2018-09-22T08:20:05.219538Z,425
2018-09-22T08:20:05.269538Z,415
2018-09-22T08:20:05.319538Z,404
2018-09-22T08:20:05.369538Z,423
2018-09-22T08:20:05.419538Z,370
2018-09-22T08:20:05.469538Z,400
2018-09-22T08:20:05.519538Z,408
2018-09-22T08:20:05.569538Z,362
2018-09-22T08:20:05.619538Z,336
2018-09-22T08:20:05.669538Z,284
2018-09-22T08:20:05.719538Z,319
2018-09-22T08:20:05.769538Z,306
2018-09-22T08:20:05.819538Z,296
2018-09-22T08:20:05.869538Z,289
2018-09-22T08:20:05.919538Z,242
2018-09-22T08:20:05.969538Z,296
2018-09-22T08:20:06.019538Z,310
2018-09-22T08:20:06.069538Z,278
2018-09-22T08:20:06.119538Z,241
2018-09-22T08:20:06.169538Z,248
2018-09-22T08:20:06.219538Z,289
2018-09-22T08:20:06.269538Z,255
2018-09-22T08:20:06.319538Z,253
2018-09-22T08:20:06.369538Z,246
2018-09-22T08:20:06.419538Z,242
2018-09-22T08:20:06.469538Z,252
2018-09-22T08:20:06.519538Z,210
2018-09-22T08:20:06.569538Z,194
2018-09-22T08:20:06.619538Z,207
2018-09-22T08:20:06.669538Z,210
2018-09-22T08:20:06.719538Z,187
2018-09-22T08:20:06.769538Z,141
2018-09-22T08:20:06.819538Z,83
2018-09-22T08:20:06.869538Z,94
2018-09-22T08:20:06.919538Z,99
2018-09-22T08:20:06.969538Z,62
2018-09-22T08:20:07.019538Z,64
2018-09-22T08:20:07.069538Z,40
2018-09-22T08:20:07.119538Z,37
2018-09-22T08:20:07.169538Z,67
2018-09-22T08:20:07.219538Z,72
2018-09-22T08:20:07.269538Z,37
2018-09-22T08:20:07.319538Z,49
2018-09-22T08:20:07.369538Z,103
2018-09-22T08:20:07.419538Z,73
2018-09-22T08:20:07.469538Z,66
2018-09-22T08:20:07.519538Z,114
2018-09-22T08:20:07.569538Z,100
2018-09-22T08:20:07.619538Z,103
2018-09-22T08:20:07.669538Z,151
2018-09-22T08:20:07.719538Z,97
2018-09-22T08:20:07.769538Z,87
2018-09-22T08:20:07.819538Z,130
2018-09-22T08:20:07.869538Z,125
2018-09-22T08:20:07.919538Z,151
2018-09-22T08:20:07.969538Z,136
2018-09-22T08:20:08.019538Z,86
2018-09-22T08:20:08.069538Z,108
2018-09-22T08:20:08.119538Z,145
2018-09-22T08:20:08.169538Z,122
2018-09-22T08:20:08.219538Z,174
2018-09-22T08:20:08.269538Z,148
2018-09-22T08:20:08.319538Z,101
2018-09-22T08:20:08.369538Z,172
2018-09-22T08:20:08.419538Z,180
2018-09-22T08:20:08.469538Z,182
2018-09-22T08:20:08.519538Z,172
2018-09-22T08:20:08.569538Z,200
2018-09-22T08:20:08.619538Z,241
2018-09-22T08:20:08.669538Z,269
2018-09-22T08:20:08.719538Z,286
2018-09-22T08:20:08.769538Z,254
2018-09-22T08:20:08.819538Z,281
2018-09-22T08:20:08.869538Z,311
2018-09-22T08:20:08.919538Z,336
2018-09-22T08:20:08.969538Z,360
2018-09-22T08:20:09.019538Z,344
2018-09-22T08:20:09.069538Z,323
2018-09-22T08:20:09.119538Z,366
2018-09-22T08:20:09.169538Z,418
2018-09-22T08:20:09.219538Z,407
2018-09-22T08:20:09.269538Z,412
2018-09-22T08:20:09.319538Z,386
2018-09-22T08:20:09.369538Z,427
2018-09-22T08:20:09.419538Z,491
2018-09-22T08:20:09.469538Z,476
2018-09-22T08:20:09.519538Z,516
2018-09-22T08:20:09.569538Z,504
2018-09-22T08:20:09.619538Z,481
2018-09-22T08:20:09.669538Z,515
2018-09-22T08:20:09.719538Z,537
2018-09-22T08:20:09.769538Z,548
2018-09-22T08:20:09.819538Z,523
2018-09-22T08:20:09.869538Z,536
2018-09-22T08:20:09.919538Z,605
2018-09-22T08:20:09.969538Z,611
2018-09-22T08:20:10.019538Z,604
2018-09-22T08:20:10.069538Z,587
2018-09-22T08:20:10.119538Z,608
2018-09-22T08:20:10.169538Z,659
2018-09-22T08:20:10.219538Z,618
2018-09-22T08:20:10.269538Z,625
2018-09-22T08:20:10.319538Z,593
2018-09-22T08:20:10.369538Z,575
2018-09-22T08:20:10.419538Z,619
2018-09-22T08:20:10.469538Z,593
2018-09-22T08:20:10.519538Z,570
2018-09-22T08:20:10.569538Z,572
2018-09-22T08:20:10.619538Z,566
2018-09-22T08:20:10.669538Z,552
2018-09-22T08:20:10.719538Z,548
2018-09-22T08:20:10.769538Z,528
2018-09-22T08:20:10.819538Z,517
2018-09-22T08:20:10.869538Z,483
2018-09-22T08:20:10.919538Z,487
2018-09-22T08:20:10.969538Z,485
2018-09-22T08:20:11.019538Z,433
2018-09-22T08:20:11.069538Z,416
2018-09-22T08:20:11.119538Z,357
2018-09-22T08:20:11.169538Z,337
2018-09-22T08:20:11.219538Z,320
2018-09-22T08:20:11.269538Z,261
2018-09-22T08:20:11.319538Z,244
2018-09-22T08:20:11.369538Z,180
2018-09-22T08:20:11.419538Z,181
2018-09-22T08:20:11.469538Z,190
2018-09-22T08:20:11.519538Z,110
2018-09-22T08:20:11.569538Z,85
2018-09-22T08:20:11.619538Z,73
2018-09-22T08:20:11.669538Z,93
2018-09-22T08:20:11.719538Z,79
2018-09-22T08:20:11.769538Z,30
2018-09-22T08:20:11.819538Z,16
2018-09-22T08:20:11.869538Z,9
2018-09-22T08:20:11.919538Z,50
2018-09-22T08:20:11.969538Z,36
2018-09-22T08:20:12.019538Z,-11
2018-09-22T08:20:12.069538Z,-20
2018-09-22T08:20:12.119538Z,-21
2018-09-22T08:20:12.169538Z,21
2018-09-22T08:20:12.219538Z,14
2018-09-22T08:20:12.269538Z,-43
2018-09-22T08:20:12.319538Z,-41
2018-09-22T08:20:12.369538Z,-14
2018-09-22T08:20:12.419538Z,14
2018-09-22T08:20:12.469538Z,46
2018-09-22T08:20:12.519538Z,15
2018-09-22T08:20:12.569538Z,-49
2018-09-22T08:20:12.619538Z,-27
2018-09-22T08:20:12.669538Z,10
2018-09-22T08:20:12.719538Z,31
2018-09-22T08:20:12.769538Z,109
2018-09-22T08:20:12.819538Z,120
2018-09-22T08:20:12.869538Z,72
2018-09-22T08:20:12.919538Z,106
2018-09-22T08:20:12.969538Z,164
2018-09-22T08:20:13.019538Z,180
2018-09-22T08:20:13.069538Z,207
2018-09-22T08:20:13.119538Z,225
2018-09-22T08:20:13.169538Z,209
2018-09-22T08:20:13.219538Z,261
2018-09-22T08:20:13.269538Z,342
2018-09-22T08:20:13.319538Z,373
2018-09-22T08:20:13.369538Z,402
2018-09-22T08:20:13.419538Z,409
2018-09-22T08:20:13.469538Z,423
2018-09-22T08:20:13.519538Z,473
2018-09-22T08:20:13.569538Z,473
2018-09-22T08:20:13.619538Z,469
2018-09-22T08:20:13.669538Z,496
2018-09-22T08:20:13.719538Z,491
2018-09-22T08:20:13.769538Z,510
2018-09-22T08:20:13.819538Z,526
2018-09-22T08:20:13.869538Z,493
2018-09-22T08:20:13.919538Z,488
2018-09-22T08:20:13.969538Z,520
2018-09-22T08:20:14.019538Z,532
2018-09-22T08:20:14.069538Z,518
2018-09-22T08:20:14.119538Z,494
2018-09-22T08:20:14.169538Z,507
2018-09-22T08:20:14.219538Z,537
2018-09-22T08:20:14.269538Z,557
2018-09-22T08:20:14.319538Z,590
2018-09-22T08:20:14.369538Z,568
2018-09-22T08:20:14.419538Z,547
2018-09-22T08:20:14.469538Z,585
2018-09-22T08:20:14.519538Z,594
2018-09-22T08:20:14.569538Z,597
2018-09-22T08:20:14.619538Z,590
2018-09-22T08:20:14.669538Z,579
2018-09-22T08:20:14.719538Z,584
2018-09-22T08:20:14.769538Z,584
2018-09-22T08:20:14.819538Z,557
2018-09-22T08:20:14.869538Z,519
2018-09-22T08:20:14.919538Z,528
2018-09-22T08:20:14.969538Z,520
2018-09-22T08:20:15.019538Z,533
2018-09-22T08:20:15.069538Z,478
2018-09-22T08:20:15.119538Z,360
2018-09-22T08:20:15.169538Z,388
2018-09-22T08:20:15.219538Z,379
2018-09-22T08:20:15.269538Z,361
2018-09-22T08:20:15.319538Z,337
2018-09-22T08:20:15.369538Z,266
2018-09-22T08:20:15.419538Z,290
2018-09-22T08:20:15.469538Z,281
2018-09-22T08:20:15.519538Z,257
2018-09-22T08:20:15.569538Z,219
2018-09-22T08:20:15.619538Z,189
2018-09-22T08:20:15.669538Z,200
2018-09-22T08:20:15.719538Z,206
2018-09-22T08:20:15.769538Z,203
2018-09-22T08:20:15.819538Z,107
2018-09-22T08:20:15.869538Z,62
2018-09-22T08:20:15.919538Z,87
2018-09-22T08:20:15.969538Z,82
2018-09-22T08:20:16.019538Z,118
2018-09-22T08:20:16.069538Z,111
2018-09-22T08:20:16.119538Z,67
2018-09-22T08:20:16.169538Z,87
2018-09-22T08:20:16.219538Z,95
2018-09-22T08:20:16.269538Z,108
2018-09-22T08:20:16.319538Z,119
2018-09-22T08:20:16.369538Z,85
2018-09-22T08:20:16.419538Z,69
2018-09-22T08:20:16.469538Z,88
2018-09-22T08:20:16.519538Z,105
2018-09-22T08:20:16.569538Z,121
2018-09-22T08:20:16.619538Z,137
2018-09-22T08:20:16.669538Z,131
2018-09-22T08:20:16.719538Z,175
2018-09-22T08:20:16.769538Z,225
2018-09-22T08:20:16.819538Z,273
2018-09-22T08:20:16.869538Z,297
2018-09-22T08:20:16.919538Z,287
2018-09-22T08:20:16.969538Z,327
2018-09-22T08:20:17.019538Z,362
2018-09-22T08:20:17.069538Z,379
2018-09-22T08:20:17.119538Z,358
2018-09-22T08:20:17.169538Z,367
2018-09-22T08:20:17.219538Z,411
2018-09-22T08:20:17.269538Z,427
2018-09-22T08:20:17.319538Z,441
2018-09-22T08:20:17.369538Z,427
2018-09-22T08:20:17.419538Z,455
2018-09-22T08:20:17.469538Z,480
2018-09-22T08:20:17.519538Z,453
2018-09-22T08:20:17.569538Z,433
2018-09-22T08:20:17.619538Z,425
2018-09-22T08:20:17.669538Z,410
2018-09-22T08:20:17.719538Z,403
2018-09-22T08:20:17.769538Z,421
2018-09-22T08:20:17.819538Z,391
2018-09-22T08:20:17.869538Z,394
2018-09-22T08:20:17.919538Z,397
2018-09-22T08:20:17.969538Z,347
2018-09-22T08:20:18.019538Z,395
2018-09-22T08:20:18.069538Z,370
2018-09-22T08:20:18.119538Z,320
2018-09-22T08:20:18.169538Z,327
2018-09-22T08:20:18.219538Z,272
2018-09-22T08:20:18.269538Z,266
2018-09-22T08:20:18.319538Z,253
2018-09-22T08:20:18.369538Z,204
2018-09-22T08:20:18.419538Z,171
2018-09-22T08:20:18.469538Z,128
2018-09-22T08:20:18.519538Z,92
2018-09-22T08:20:18.569538Z,73
2018-09-22T08:20:18.619538Z,31
2018-09-22T08:20:18.669538Z,-23
2018-09-22T08:20:18.719538Z,-45
2018-09-22T08:20:18.769538Z,-59
2018-09-22T08:20:18.819538Z,-91
2018-09-22T08:20:18.869538Z,-117
2018-09-22T08:20:18.919538Z,-133
2018-09-22T08:20:18.969538Z,-180
2018-09-22T08:20:19.019538Z,-220
2018-09-22T08:20:19.069538Z,-212
2018-09-22T08:20:19.119538Z,-223
2018-09-22T08:20:19.169538Z,-255
2018-09-22T08:20:19.219538Z,-261
2018-09-22T08:20:19.269538Z,-261
2018-09-22T08:20:19.319538Z,-257
2018-09-22T08:20:19.369538Z,-257
2018-09-22T08:20:19.419538Z,-274
2018-09-22T08:20:19.469538Z,-239
2018-09-22T08:20:19.519538Z,-220
2018-09-22T08:20:19.569538Z,-258
2018-09-22T08:20:19.619538Z,-267
2018-09-22T08:20:19.669538Z,-279
2018-09-22T08:20:19.719538Z,-271
2018-09-22T08:20:19.769538Z,-253
2018-09-22T08:20:19.819538Z,-250
2018-09-22T08:20:19.869538Z,-261
2018-09-22T08:20:19.919538Z,-297
2018-09-22T08:20:19.969538Z,-280
2018-09-22T08:20:20.019538Z,-232
2018-09-22T08:20:20.069538Z,-202
2018-09-22T08:20:20.119538Z,-186
2018-09-22T08:20:20.169538Z,-167
2018-09-22T08:20:20.219538Z,-130
2018-09-22T08:20:20.269538Z,-97
2018-09-22T08:20:20.319538Z,-81
2018-09-22T08:20:20.369538Z,-58
2018-09-22T08:20:20.419538Z,5
2018-09-22T08:20:20.469538Z,28
2018-09-22T08:20:20.519538Z,68
2018-09-22T08:20:20.569538Z,157
2018-09-22T08:20:20.619538Z,134
2018-09-22T08:20:20.669538Z,154
2018-09-22T08:20:20.719538Z,236
2018-09-22T08:20:20.769538Z,253
2018-09-22T08:20:20.819538Z,330
2018-09-22T08:20:20.869538Z,385
2018-09-22T08:20:20.919538Z,383
2018-09-22T08:20:20.969538Z,432
2018-09-22T08:20:21.019538Z,508
2018-09-22T08:20:21.069538Z,547
2018-09-22T08:20:21.119538Z,574
2018-09-22T08:20:21.169538Z,610
2018-09-22T08:20:21.219538Z,621
2018-09-22T08:20:21.269538Z,689
2018-09-22T08:20:21.319538Z,737
2018-09-22T08:20:21.369538Z,710
2018-09-22T08:20:21.419538Z,757
2018-09-22T08:20:21.469538Z,776
2018-09-22T08:20:21.519538Z,742
2018-09-22T08:20:21.569538Z,765
2018-09-22T08:20:21.619538Z,795
2018-09-22T08:20:21.669538Z,813
2018-09-22T08:20:21.719538Z,809
2018-09-22T08:20:21.769538Z,798
2018-09-22T08:20:21.819538Z,784
2018-09-22T08:20:21.869538Z,799
2018-09-22T08:20:21.919538Z,823
2018-09-22T08:20:21.969538Z,764
2018-09-22T08:20:22.019538Z,737
2018-09-22T08:20:22.069538Z,747
2018-09-22T08:20:22.119538Z,724
2018-09-22T08:20:22.169538Z,764
2018-09-22T08:20:22.219538Z,771
2018-09-22T08:20:22.269538Z,720
2018-09-22T08:20:22.319538Z,759
2018-09-22T08:20:22.369538Z,740
2018-09-22T08:20:22.419538Z,723
2018-09-22T08:20:22.469538Z,780
2018-09-22T08:20:22.519538Z,735
2018-09-22T08:20:22.569538Z,687
2018-09-22T08:20:22.619538Z,676
2018-09-22T08:20:22.669538Z,683
2018-09-22T08:20:22.719538Z,686
2018-09-22T08:20:22.769538Z,682
2018-09-22T08:20:22.819538Z,687
2018-09-22T08:20:22.869538Z,604
2018-09-22T08:20:22.919538Z,586
2018-09-22T08:20:22.969538Z,623
2018-09-22T08:20:23.019538Z,545
2018-09-22T08:20:23.069538Z,591
2018-09-22T08:20:23.119538Z,587
2018-09-22T08:20:23.169538Z,446
2018-09-22T08:20:23.219538Z,525
2018-09-22T08:20:23.269538Z,544
2018-09-22T08:20:23.319538Z,441
2018-09-22T08:20:23.369538Z,454
2018-09-22T08:20:23.419538Z,438
2018-09-22T08:20:23.469538Z,403
2018-09-22T08:20:23.519538Z,401
2018-09-22T08:20:23.569538Z,395
2018-09-22T08:20:23.619538Z,397
2018-09-22T08:20:23.669538Z,362
2018-09-22T08:20:23.719538Z,361
2018-09-22T08:20:23.769538Z,373
2018-09-22T08:20:23.819538Z,351
2018-09-22T08:20:23.869538Z,363
2018-09-22T08:20:23.919538Z,373
2018-09-22T08:20:23.969538Z,343
2018-09-22T08:20:24.019538Z,340
2018-09-22T08:20:24.069538Z,386
2018-09-22T08:20:24.119538Z,388
2018-09-22T08:20:24.169538Z,367
2018-09-22T08:20:24.219538Z,370
2018-09-22T08:20:24.269538Z,316
2018-09-22T08:20:24.319538Z,276
2018-09-22T08:20:24.369538Z,337
2018-09-22T08:20:24.419538Z,286
2018-09-22T08:20:24.469538Z,245
2018-09-22T08:20:24.519538Z,318
2018-09-22T08:20:24.569538Z,245
2018-09-22T08:20:24.619538Z,195
2018-09-22T08:20:24.669538Z,215
2018-09-22T08:20:24.719538Z,195
2018-09-22T08:20:24.769538Z,176
2018-09-22T08:20:24.819538Z,154
2018-09-22T08:20:24.869538Z,144
2018-09-22T08:20:24.919538Z,96
2018-09-22T08:20:24.969538Z,86
2018-09-22T08:20:25.019538Z,71
2018-09-22T08:20:25.069538Z,13
2018-09-22T08:20:25.119538Z,2
2018-09-22T08:20:25.169538Z,0
2018-09-22T08:20:25.219538Z,28
2018-09-22T08:20:25.269538Z,-18
2018-09-22T08:20:25.319538Z,-67
2018-09-22T08:20:25.369538Z,-63
2018-09-22T08:20:25.419538Z,-113
2018-09-22T08:20:25.469538Z,-80
2018-09-22T08:20:25.519538Z,-85
2018-09-22T08:20:25.569538Z,-165
2018-09-22T08:20:25.619538Z,-158
2018-09-22T08:20:25.669538Z,-172
2018-09-22T08:20:25.719538Z,-164
2018-09-22T08:20:25.769538Z,-185
2018-09-22T08:20:25.819538Z,-235
2018-09-22T08:20:25.869538Z,-185
2018-09-22T08:20:25.919538Z,-234
2018-09-22T08:20:25.969538Z,-248
2018-09-22T08:20:26.019538Z,-192
2018-09-22T08:20:26.069538Z,-236
2018-09-22T08:20:26.119538Z,-248
2018-09-22T08:20:26.169538Z,-247
2018-09-22T08:20:26.219538Z,-252
2018-09-22T08:20:26.269538Z,-218
2018-09-22T08:20:26.319538Z,-212
2018-09-22T08:20:26.369538Z,-242
