0,0
0.001,0
0.002,0
0.003,0
0.004,0
0.005,0
0.006,0
0.007,0
0.008,0
0.009,0
0.01,0
0.011,0
0.012,0
0.013,0
0.014,0
0.015,0
0.016,-0.00001
0.017,-0.00001
0.018,-0.00001
0.019,-0.00001
0.02,-0.00002
0.021,-0.00002
0.022,-0.00003
0.023,-0.00004
0.024,-0.00004
0.025,-0.00005
0.026,-0.00006
0.027,-0.00007
0.028,-0.00008
0.029,-0.00009
0.03,-0.00011
0.031,-0.00012
0.032,-0.00014
0.033,-0.00015
0.034,-0.00017
0.035,-0.00019
0.036,-0.00021
0.037,-0.00023
0.038,-0.00025
0.039,-0.00027
0.04,-0.0003
0.041,-0.00032
0.042,-0.00035
0.043,-0.00037
0.044,-0.0004
0.045,-0.00042
0.046,-0.00045
0.047,-0.00048
0.048,-0.0005
0.049,-0.00053
0.05,-0.00056
0.051,-0.00058
0.052,-0.00061
0.053,-0.00064
0.054,-0.00066
0.055,-0.00069
0.056,-0.00072
0.057,-0.00074
0.058,-0.00077
0.059,-0.00079
0.06,-0.00082
0.061,-0.00084
0.062,-0.00086
0.063,-0.00088
0.064,-0.00091
0.065,-0.00093
0.066,-0.00095
0.067,-0.00096
0.068,-0.00098
0.069,-0.001
0.07,-0.00102
0.071,-0.00103
0.072,-0.00105
0.073,-0.00107
0.074,-0.00108
0.075,-0.0011
0.076,-0.00111
0.077,-0.00113
0.078,-0.00115
0.079,-0.00116
0.08,-0.00118
0.081,-0.0012
0.082,-0.00121
0.083,-0.00123
0.084,-0.00125
0.085,-0.00127
0.086,-0.0013
0.087,-0.00132
0.088,-0.00134
0.089,-0.00137
0.09,-0.00139
0.091,-0.00142
0.092,-0.00145
0.093,-0.00148
0.094,-0.00151
0.095,-0.00154
0.096,-0.00157
0.097,-0.0016
0.098,-0.00164
0.099,-0.00167
0.1,-0.0017
0.101,-0.00174
0.102,-0.00177
0.103,-0.0018
0.104,-0.00183
0.105,-0.00186
0.106,-0.00189
0.107,-0.00192
0.108,-0.00195
0.109,-0.00198
0.11,-0.00201
0.111,-0.00203
0.112,-0.00206
0.113,-0.00208
0.114,-0.0021
0.115,-0.00212
0.116,-0.00214
0.117,-0.00216
0.118,-0.00218
0.119,-0.0022
0.12,-0.00221
0.121,-0.00223
0.122,-0.00224
0.123,-0.00225
0.124,-0.00226
0.125,-0.00228
0.126,-0.00229
0.127,-0.0023
0.128,-0.00231
0.129,-0.00232
0.13,-0.00233
0.131,-0.00234
0.132,-0.00235
0.133,-0.00236
0.134,-0.00236
0.135,-0.00238
0.136,-0.00239
0.137,-0.0024
0.138,-0.00241
0.139,-0.00242
0.14,-0.00243
0.141,-0.00245
0.142,-0.00246
0.143,-0.00247
0.144,-0.00249
0.145,-0.00251
0.146,-0.00252
0.147,-0.00254
0.148,-0.00256
0.149,-0.00258
0.15,-0.0026
0.151,-0.00262
0.152,-0.00264
0.153,-0.00267
0.154,-0.00269
0.155,-0.00271
0.156,-0.00274
0.157,-0.00276
0.158,-0.00279
0.159,-0.00281
0.16,-0.00283
0.161,-0.00286
0.162,-0.00288
0.163,-0.00291
0.164,-0.00293
0.165,-0.00296
0.166,-0.00298
0.167,-0.00301
0.168,-0.00303
0.169,-0.00305
0.17,-0.00308
0.171,-0.0031
0.172,-0.00312
0.173,-0.00315
0.174,-0.00317
0.175,-0.00319
0.176,-0.00322
0.177,-0.00324
0.178,-0.00326
0.179,-0.00328
0.18,-0.00331
0.181,-0.00333
0.182,-0.00335
0.183,-0.00338
0.184,-0.0034
0.185,-0.00342
0.186,-0.00345
0.187,-0.00347
0.188,-0.0035
0.189,-0.00352
0.19,-0.00355
0.191,-0.00357
0.192,-0.0036
0.193,-0.00363
0.194,-0.00365
0.195,-0.00368
0.196,-0.00371
0.197,-0.00374
0.198,-0.00376
0.199,-0.00379
0.2,-0.00382
0.201,-0.00385
0.202,-0.00388
0.203,-0.0039
0.204,-0.00393
0.205,-0.00396
0.206,-0.00399
0.207,-0.00401
0.208,-0.00404
0.209,-0.00407
0.21,-0.0041
0.211,-0.00412
0.212,-0.00415
0.213,-0.00417
0.214,-0.0042
0.215,-0.00422
0.216,-0.00425
0.217,-0.00427
0.218,-0.0043
0.219,-0.00432
0.22,-0.00434
0.221,-0.00437
0.222,-0.00439
0.223,-0.00441
0.224,-0.00444
0.225,-0.00446
0.226,-0.00448
0.227,-0.0045
0.228,-0.00453
0.229,-0.00455
0.23,-0.00457
0.231,-0.00459
0.232,-0.00462
0.233,-0.00464
0.234,-0.00466
0.235,-0.00469
0.236,-0.00471
0.237,-0.00473
0.238,-0.00476
0.239,-0.00478
0.24,-0.0048
0.241,-0.00483
0.242,-0.00485
0.243,-0.00487
0.244,-0.0049
0.245,-0.00492
0.246,-0.00494
0.247,-0.00496
0.248,-0.00499
0.249,-0.00501
0.25,-0.00503
0.251,-0.00505
0.252,-0.00507
0.253,-0.00509
0.254,-0.00511
0.255,-0.00512
0.256,-0.00514
0.257,-0.00515
0.258,-0.00517
0.259,-0.00518
0.26,-0.0052
0.261,-0.00521
0.262,-0.00522
0.263,-0.00523
0.264,-0.00524
0.265,-0.00524
0.266,-0.00525
0.267,-0.00526
0.268,-0.00526
0.269,-0.00527
0.27,-0.00527
0.271,-0.00527
0.272,-0.00527
0.273,-0.00528
0.274,-0.00528
0.275,-0.00528
0.276,-0.00528
0.277,-0.00528
0.278,-0.00528
0.279,-0.00528
0.28,-0.00528
0.281,-0.00528
0.282,-0.00528
0.283,-0.00528
0.284,-0.00528
0.285,-0.00528
0.286,-0.00528
0.287,-0.00528
0.288,-0.00528
0.289,-0.00528
0.29,-0.00528
0.291,-0.00528
0.292,-0.00528
0.293,-0.00528
0.294,-0.00529
0.295,-0.00529
0.296,-0.00529
0.297,-0.00529
0.298,-0.00529
0.299,-0.00529
0.3,-0.00529
0.301,-0.00529
0.302,-0.0053
0.303,-0.0053
0.304,-0.0053
0.305,-0.0053
0.306,-0.0053
0.307,-0.0053
0.308,-0.0053
0.309,-0.0053
0.31,-0.00531
0.311,-0.00531
0.312,-0.00531
0.313,-0.00531
0.314,-0.00531
0.315,-0.00531
0.316,-0.00531
0.317,-0.00531
0.318,-0.00531
0.319,-0.00531
0.32,-0.00531
0.321,-0.00532
0.322,-0.00532
0.323,-0.00532
0.324,-0.00532
0.325,-0.00532
0.326,-0.00532
0.327,-0.00532
0.328,-0.00531
0.329,-0.00531
0.33,-0.00531
0.331,-0.00531
0.332,-0.00531
0.333,-0.00531
0.334,-0.00531
0.335,-0.00531
0.336,-0.00531
0.337,-0.00531
0.338,-0.00531
0.339,-0.00531
0.34,-0.00531
0.341,-0.00532
0.342,-0.00532
0.343,-0.00532
0.344,-0.00532
0.345,-0.00533
0.346,-0.00533
0.347,-0.00534
0.348,-0.00534
0.349,-0.00535
0.35,-0.00536
0.351,-0.00536
0.352,-0.00537
0.353,-0.00538
0.354,-0.00539
0.355,-0.0054
0.356,-0.00541
0.357,-0.00542
0.358,-0.00544
0.359,-0.00545
0.36,-0.00546
0.361,-0.00547
0.362,-0.00549
0.363,-0.0055
0.364,-0.00551
0.365,-0.00553
0.366,-0.00554
0.367,-0.00556
0.368,-0.00557
0.369,-0.00558
0.37,-0.0056
0.371,-0.00561
0.372,-0.00563
0.373,-0.00564
0.374,-0.00565
0.375,-0.00567
0.376,-0.00568
0.377,-0.00569
0.378,-0.0057
0.379,-0.00572
0.38,-0.00573
0.381,-0.00574
0.382,-0.00575
0.383,-0.00577
0.384,-0.00578
0.385,-0.00579
0.386,-0.0058
0.387,-0.00581
0.388,-0.00583
0.389,-0.00584
0.39,-0.00585
0.391,-0.00586
0.392,-0.00587
0.393,-0.00589
0.394,-0.0059
0.395,-0.00591
0.396,-0.00592
0.397,-0.00593
0.398,-0.00594
0.399,-0.00595
0.4,-0.00596
0.401,-0.00597
0.402,-0.00598
0.403,-0.00599
0.404,-0.006
0.405,-0.00601
0.406,-0.00602
0.407,-0.00603
0.408,-0.00604
0.409,-0.00605
0.41,-0.00605
0.411,-0.00606
0.412,-0.00607
0.413,-0.00608
0.414,-0.00608
0.415,-0.00609
0.416,-0.00609
0.417,-0.0061
0.418,-0.0061
0.419,-0.00611
0.42,-0.00611
0.421,-0.00612
0.422,-0.00612
0.423,-0.00613
0.424,-0.00613
0.425,-0.00614
0.426,-0.00614
0.427,-0.00615
0.428,-0.00615
