0,0
0.001,0
0.002,0
0.003,0
0.004,0
0.005,0
0.006,0
0.007,0
0.008,0
0.009,0
0.01,0
0.011,0
0.012,0
0.013,0
0.014,0
0.015,0
0.016,-0.001
0.017,-0.001
0.018,-0.001
0.019,-0.001
0.02,-0.002
0.021,-0.002
0.022,-0.003
0.023,-0.004
0.024,-0.004
0.025,-0.005
0.026,-0.006
0.027,-0.007
0.028,-0.008
0.029,-0.009
0.03,-0.011
0.031,-0.012
0.032,-0.014
0.033,-0.015
0.034,-0.017
0.035,-0.019
0.036,-0.021
0.037,-0.023
0.038,-0.025
0.039,-0.027
0.04,-0.03
0.041,-0.032
0.042,-0.035
0.043,-0.037
0.044,-0.04
0.045,-0.042
0.046,-0.045
0.047,-0.048
0.048,-0.05
0.049,-0.053
0.05,-0.056
0.051,-0.058
0.052,-0.061
0.053,-0.064
0.054,-0.066
0.055,-0.069
0.056,-0.072
0.057,-0.074
0.058,-0.077
0.059,-0.079
0.06,-0.082
0.061,-0.084
0.062,-0.086
0.063,-0.088
0.064,-0.091
0.065,-0.093
0.066,-0.095
0.067,-0.096
0.068,-0.098
0.069,-0.1
0.07,-0.102
0.071,-0.103
0.072,-0.105
0.073,-0.107
0.074,-0.108
0.075,-0.11
0.076,-0.111
0.077,-0.113
0.078,-0.115
0.079,-0.116
0.08,-0.118
0.081,-0.12
0.082,-0.121
0.083,-0.123
0.084,-0.125
0.085,-0.127
0.086,-0.13
0.087,-0.132
0.088,-0.134
0.089,-0.137
0.09,-0.139
0.091,-0.142
0.092,-0.145
0.093,-0.148
0.094,-0.151
0.095,-0.154
0.096,-0.157
0.097,-0.16
0.098,-0.164
0.099,-0.167
0.1,-0.17
0.101,-0.174
0.102,-0.177
0.103,-0.18
0.104,-0.183
0.105,-0.186
0.106,-0.189
0.107,-0.192
0.108,-0.195
0.109,-0.198
0.11,-0.201
0.111,-0.203
0.112,-0.206
0.113,-0.208
0.114,-0.21
0.115,-0.212
0.116,-0.214
0.117,-0.216
0.118,-0.218
0.119,-0.22
0.12,-0.221
0.121,-0.223
0.122,-0.224
0.123,-0.225
0.124,-0.226
0.125,-0.228
0.126,-0.229
0.127,-0.23
0.128,-0.231
0.129,-0.232
0.13,-0.233
0.131,-0.234
0.132,-0.235
0.133,-0.236
0.134,-0.236
0.135,-0.238
0.136,-0.239
0.137,-0.24
0.138,-0.241
0.139,-0.242
0.14,-0.243
0.141,-0.245
0.142,-0.246
0.143,-0.247
0.144,-0.249
0.145,-0.251
0.146,-0.252
0.147,-0.254
0.148,-0.256
0.149,-0.258
0.15,-0.26
0.151,-0.262
0.152,-0.264
0.153,-0.267
0.154,-0.269
0.155,-0.271
0.156,-0.274
0.157,-0.276
0.158,-0.279
0.159,-0.281
0.16,-0.283
0.161,-0.286
0.162,-0.288
0.163,-0.291
0.164,-0.293
0.165,-0.296
0.166,-0.298
0.167,-0.301
0.168,-0.303
0.169,-0.305
0.17,-0.308
0.171,-0.31
0.172,-0.312
0.173,-0.315
0.174,-0.317
0.175,-0.319
0.176,-0.322
0.177,-0.324
0.178,-0.326
0.179,-0.328
0.18,-0.331
0.181,-0.333
0.182,-0.335
0.183,-0.338
0.184,-0.34
0.185,-0.342
0.186,-0.345
0.187,-0.347
0.188,-0.35
0.189,-0.352
0.19,-0.355
0.191,-0.357
0.192,-0.36
0.193,-0.363
0.194,-0.365
0.195,-0.368
0.196,-0.371
0.197,-0.374
0.198,-0.376
0.199,-0.379
0.2,-0.382
0.201,-0.385
0.202,-0.388
0.203,-0.39
0.204,-0.393
0.205,-0.396
0.206,-0.399
0.207,-0.401
0.208,-0.404
0.209,-0.407
0.21,-0.41
0.211,-0.412
0.212,-0.415
0.213,-0.417
0.214,-0.42
0.215,-0.422
0.216,-0.425
0.217,-0.427
0.218,-0.43
0.219,-0.432
0.22,-0.434
0.221,-0.437
0.222,-0.439
0.223,-0.441
0.224,-0.444
0.225,-0.446
0.226,-0.448
0.227,-0.45
0.228,-0.453
0.229,-0.455
0.23,-0.457
0.231,-0.459
0.232,-0.462
0.233,-0.464
0.234,-0.466
0.235,-0.469
0.236,-0.471
0.237,-0.473
0.238,-0.476
0.239,-0.478
0.24,-0.48
0.241,-0.483
0.242,-0.485
0.243,-0.487
0.244,-0.49
0.245,-0.492
0.246,-0.494
0.247,-0.496
0.248,-0.499
0.249,-0.501
0.25,-0.503
0.251,-0.505
0.252,-0.507
0.253,-0.509
0.254,-0.511
0.255,-0.512
0.256,-0.514
0.257,-0.515
0.258,-0.517
0.259,-0.518
0.26,-0.52
0.261,-0.521
0.262,-0.522
0.263,-0.523
0.264,-0.524
0.265,-0.524
0.266,-0.525
0.267,-0.526
0.268,-0.526
0.269,-0.527
0.27,-0.527
0.271,-0.527
0.272,-0.527
0.273,-0.528
0.274,-0.528
0.275,-0.528
0.276,-0.528
0.277,-0.528
0.278,-0.528
0.279,-0.528
0.28,-0.528
0.281,-0.528
0.282,-0.528
0.283,-0.528
0.284,-0.528
0.285,-0.528
0.286,-0.528
0.287,-0.528
0.288,-0.528
0.289,-0.528
0.29,-0.528
0.291,-0.528
0.292,-0.528
0.293,-0.528
0.294,-0.529
0.295,-0.529
0.296,-0.529
0.297,-0.529
0.298,-0.529
0.299,-0.529
0.3,-0.529
0.301,-0.529
0.302,-0.53
0.303,-0.53
0.304,-0.53
0.305,-0.53
0.306,-0.53
0.307,-0.53
0.308,-0.53
0.309,-0.53
0.31,-0.531
0.311,-0.531
0.312,-0.531
0.313,-0.531
0.314,-0.531
0.315,-0.531
0.316,-0.531
0.317,-0.531
0.318,-0.531
0.319,-0.531
0.32,-0.531
0.321,-0.532
0.322,-0.532
0.323,-0.532
0.324,-0.532
0.325,-0.532
0.326,-0.532
0.327,-0.532
0.328,-0.531
0.329,-0.531
0.33,-0.531
0.331,-0.531
0.332,-0.531
0.333,-0.531
0.334,-0.531
0.335,-0.531
0.336,-0.531
0.337,-0.531
0.338,-0.531
0.339,-0.531
0.34,-0.531
0.341,-0.532
0.342,-0.532
0.343,-0.532
0.344,-0.532
0.345,-0.533
0.346,-0.533
0.347,-0.534
0.348,-0.534
0.349,-0.535
0.35,-0.536
0.351,-0.536
0.352,-0.537
0.353,-0.538
0.354,-0.539
0.355,-0.54
0.356,-0.541
0.357,-0.542
0.358,-0.544
0.359,-0.545
0.36,-0.546
0.361,-0.547
0.362,-0.549
0.363,-0.55
0.364,-0.551
0.365,-0.553
0.366,-0.554
0.367,-0.556
0.368,-0.557
0.369,-0.558
0.37,-0.56
0.371,-0.561
0.372,-0.563
0.373,-0.564
0.374,-0.565
0.375,-0.567
0.376,-0.568
0.377,-0.569
0.378,-0.57
0.379,-0.572
0.38,-0.573
0.381,-0.574
0.382,-0.575
0.383,-0.577
0.384,-0.578
0.385,-0.579
0.386,-0.58
0.387,-0.581
0.388,-0.583
0.389,-0.584
0.39,-0.585
0.391,-0.586
0.392,-0.587
0.393,-0.589
0.394,-0.59
0.395,-0.591
0.396,-0.592
0.397,-0.593
0.398,-0.594
0.399,-0.595
0.4,-0.596
0.401,-0.597
0.402,-0.598
0.403,-0.599
0.404,-0.6
0.405,-0.601
0.406,-0.602
0.407,-0.603
0.408,-0.604
0.409,-0.605
0.41,-0.605
0.411,-0.606
0.412,-0.607
0.413,-0.608
0.414,-0.608
0.415,-0.609
0.416,-0.609
0.417,-0.61
0.418,-0.61
0.419,-0.611
0.42,-0.611
0.421,-0.612
0.422,-0.612
0.423,-0.613
0.424,-0.613
0.425,-0.614
0.426,-0.614
0.427,-0.615
0.428,-0.615
0.429,-0.616
0.43,-0.616
0.431,-0.617
0.432,-0.618
0.433,-0.618
0.434,-0.619
0.435,-0.62
0.436,-0.62
0.437,-0.621
0.438,-0.622
0.439,-0.623
0.44,-0.623
0.441,-0.624
0.442,-0.625
0.443,-0.626
0.444,-0.626
0.445,-0.627
0.446,-0.628
0.447,-0.628
0.448,-0.629
0.449,-0.63
0.45,-0.63
0.451,-0.631
0.452,-0.631
0.453,-0.631
0.454,-0.631
0.455,-0.632
0.456,-0.632
0.457,-0.632
0.458,-0.632
0.459,-0.632
0.46,-0.632
0.461,-0.632
0.462,-0.632
0.463,-0.632
0.464,-0.632
0.465,-0.631
0.466,-0.631
0.467,-0.631
0.468,-0.631
0.469,-0.631
0.47,-0.631
0.471,-0.631
0.472,-0.631
0.473,-0.631
0.474,-0.631
